StartDate,EndDate,Status,Progress,Duration_inSeconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_4_TEXT,Q5,Q9_1,Q8,Q8_2,Q10,Q11,Q11_6_TEXT,Q12,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q21_22,Q21_23,Q21_24,Q21_25,Q21_26,Q21_27,Q21_28,Q21_29,Q21_30,Q21_31,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,id,clinical,actEng,perAbi,musTra,sinAbi,emo,gen,probeACC,totalBias,totalBiasM,totalBiasS,resConsis_subj,resConsis_cdf,percResp_Music_1,percResp_Music_2,percResp_Music_3,percResp_Music_4,percResp_Music_5,percResp_Speech_1,percResp_Speech_2,percResp_Speech_3,percResp_Speech_4,percResp_Speech_5
06-Oct-2021 16:20:21,06-Oct-2021 16:25:13,0,100,292,1,06-Oct-2021 16:25:13,R_3EHvxMmvkYmEoNj,anonymous,EN,1,,20,3,"Could identify some type of pattern in the sound","Has the same speaking rhythm as speech when people talk",1,1,,2,English,Chinese (Mandarin),,100,52,,0,,99,17,,3,5,1,1,4,5,5,4,3,2,3,6,3,1,3,5,3,5,4,3,7,5,3,4,6,3,2,5,4,3,5,7,6,1,6,7,3,4,"Oboe",42144,0,26,43,42,22,27,74,1,0.44,0.393333333333333,0.393333333333333,0.52,0.653470028313541,1.6,1.43333333333333,1.26666666666667,1.33333333333333,1.33333333333333,1.46666666666667,1.56666666666667,1.46666666666667,1.46666666666667,1.46666666666667
08-Oct-2021 13:12:16,08-Oct-2021 13:16:29,0,100,253,1,08-Oct-2021 13:16:30,R_AiIWnAP06jXnuwx,anonymous,EN,2,,20,2,"patterns","i try to match the length of each sound to words",1,1,,2,Viet,English,,92,89,,12,,19,82,,3,6,2,2,2,5,5,6,4,3,3,2,2,5,4,4,4,4,4,4,7,5,5,5,3,5,7,1,1,1,6,1,1,2,1,1,1,4,"Nothing",42117,0,28,37,9,21,28,50,1,0.53,0.54,0.54,0.46,0.1730474558553,1.5,1.46666666666667,1.4,1.66666666666667,1.66666666666667,1.66666666666667,1.43333333333333,1.43333333333333,1.53333333333333,1.53333333333333
08-Oct-2021 16:07:08,08-Oct-2021 16:13:06,0,100,358,1,08-Oct-2021 16:13:07,R_2dEXUWB3kWsMxLf,anonymous,EN,2,,21,1,"Listen to the synthesized sound and determine if it was music or not music","Listen to the synthesized sound and determine if it was speech or not speech",1,1,,1,English,Spanish,,100,22,,13,,100,6,,7,7,4,5,7,7,7,4,1,2,1,7,2,1,7,7,3,7,7,7,1,5,2,7,4,6,1,7,2,2,7,7,6,2,5,5,2,3,"Electric Bass",41405,0,48,58,39,27,42,99,1,0.673333333333333,0.626666666666667,0.626666666666667,0.56,0.53057820940515,1.66666666666667,1.83333333333333,1.66666666666667,1.5,1.46666666666667,1.66666666666667,1.73333333333333,1.6,1.76666666666667,1.83333333333333
08-Oct-2021 17:04:13,08-Oct-2021 17:08:59,0,100,285,1,08-Oct-2021 17:08:59,R_WwKADnoZM5qEl7H,anonymous,EN,2,,18,5,"","",1,2,,2,Chinese,English,,100,70,,NaN,,51,50,,5,3,4,3,5,4,5,4,4,5,3,4,3,4,5,4,5,3,4,3,4,4,5,3,5,4,5,4,4,3,6,1,2,3,1,2,1,3,"",41976,0,35,37,14,26,24,62,0.916666666666667,0.47,0.453333333333333,0.453333333333333,0.513333333333333,0.642032575609696,1.43333333333333,1.43333333333333,1.46666666666667,1.5,1.43333333333333,1.43333333333333,1.43333333333333,1.5,1.66666666666667,1.4
08-Oct-2021 17:25:07,08-Oct-2021 17:31:48,0,100,401,1,08-Oct-2021 17:31:48,R_Xq3XZ3Smq3qBgDD,anonymous,EN,1,,19,5,"the different movements","not sure",1,1,,1,english,n/a,n/a,100,NaN,,0,0,100,NaN,,7,7,6,7,7,7,5,5,6,6,5,6,6,5,6,6,6,5,7,7,6,7,7,5,7,6,5,5,6,6,6,1,1,2,3,1,1,2,"",41399,0,40,44,13,33,35,74,1,0.603333333333333,0.593333333333333,0.593333333333333,0.566666666666667,0.883643900568056,1.66666666666667,1.63333333333333,1.53333333333333,1.53333333333333,1.6,1.63333333333333,1.5,1.6,1.83333333333333,1.5
08-Oct-2021 21:58:25,08-Oct-2021 22:04:43,0,100,378,1,08-Oct-2021 22:04:43,R_3R8Yfh8Z3xNdhQr,anonymous,EN,2,,18,4,"","",1,2,,3,Chinese,English,Spanish,100,86,13,10,17,81,82,5,5,4,2,2,4,2,4,4,6,5,4,3,3,4,4,4,5,5,4,4,5,4,4,4,6,6,5,4,2,2,5,2,6,1,1,2,1,2,"piano",41663,0,29,37,19,20,23,60,1,0.49,0.486666666666667,0.486666666666667,0.526666666666667,0.767228345442068,1.53333333333333,1.56666666666667,1.36666666666667,1.36666666666667,1.6,1.63333333333333,1.53333333333333,1.53333333333333,1.33333333333333,1.43333333333333
09-Oct-2021 17:38:06,09-Oct-2021 17:44:32,0,100,385,1,09-Oct-2021 17:44:32,R_1MS9xBNa2NGTwGC,anonymous,EN,1,,18,4,"If there was a rhythm or repeated set of sounds","",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,2,7,1,5,6,5,4,1,1,6,2,1,1,2,1,6,4,5,4,5,1,5,3,5,6,5,7,5,7,4,6,1,1,4,1,1,1,3,"",41728,0,29,45,12,32,35,57,0.916666666666667,0.486666666666667,0.52,0.52,0.453333333333333,0.142257042613758,1.63333333333333,1.5,1.43333333333333,1.53333333333333,1.5,1.5,1.56666666666667,1.46666666666667,1.43333333333333,1.3
09-Oct-2021 17:43:45,09-Oct-2021 17:58:10,0,100,864,1,09-Oct-2021 17:58:10,R_27VUAl5MADjrSdf,anonymous,EN,2,,21,3,"mostly rhythm, but sometimes i just have to go with my guts. also a lot of the times its not that i can tell whether an excerpt is music, its that i can tell it isn't music. for instance, when the stops doesn't sound like a possible rhythm","it has to be somewhat fluid but you also have to have stops in between. the stops cant be too obvious (too long) and you shouldn't have sudden changes.",1,1,,2,Mandarin,English,Spanish,100,95,15,11,16,65,100,5,6,7,4,2,3,6,2,5,1,5,4,5,2,3,6,7,2,4,5,7,3,5,3,7,5,6,5,5,4,2,6,4,7,2,2,5,2,4,"piano",37992,0,44,44,28,24,39,81,1,0.503333333333333,0.46,0.46,0.513333333333333,0.658183973514556,1.46666666666667,1.56666666666667,1.5,1.4,1.36666666666667,1.43333333333333,1.6,1.53333333333333,1.66666666666667,1.5
09-Oct-2021 23:25:19,09-Oct-2021 23:31:09,0,100,349,1,09-Oct-2021 23:31:09,R_PRR8KSdYas9kxZT,anonymous,EN,1,,21,1,"Something with a loose pattern or notable beat/rhythm","Something with a natural cadence, minimal pauses and a natural ending to the sound.",1,1,,2,English,,,93,NaN,,NaN,,100,NaN,,6,6,3,5,5,6,6,7,1,6,1,6,2,1,5,6,3,7,4,6,6,7,1,6,6,6,1,7,5,5,7,6,6,3,5,6,3,5,"Guitar",41621,0,44,57,40,34,36,95,1,0.506666666666667,0.48,0.48,0.573333333333333,0.969837928166089,1.53333333333333,1.6,1.26666666666667,1.53333333333333,1.46666666666667,1.5,1.56666666666667,1.4,1.6,1.6
10-Oct-2021 00:53:28,10-Oct-2021 01:07:01,0,100,812,1,10-Oct-2021 01:07:01,R_1jQ7z0HG0kSOAfJ,anonymous,EN,1,,20,4,"Mostly cadence and the clip having variation in different tones.","Different tones (not all of it being one sound). The clip needed to be dynamic if that makes sense.",1,1,,2,Spanish,English,,65,100,,5,,30,70,,1,5,3,1,4,5,2,3,2,1,4,4,3,7,3,6,5,4,2,6,6,4,2,3,5,4,7,6,3,1,7,1,1,1,1,1,1,5,"none",39488,0,27,40,7,14,32,40,1,0.543333333333333,0.54,0.54,0.58,0.974586569544018,1.73333333333333,1.63333333333333,1.5,1.53333333333333,1.3,1.66666666666667,1.6,1.46666666666667,1.53333333333333,1.46666666666667
10-Oct-2021 11:37:39,10-Oct-2021 11:41:44,0,100,245,1,10-Oct-2021 11:41:44,R_3gUk8JvheMKMH0L,anonymous,EN,2,,19,4,"Paterns in sound","Same",1,1,,2,English,hebrew,,100,42,,10,,92,8,,4,5,2,5,5,5,6,4,3,4,4,4,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,1,2,1,1,1,1,3,"",41809,0,31,38,14,31,27,65,0.916666666666667,0.506666666666667,0.52,0.52,0.48,0.340815739528706,1.53333333333333,1.63333333333333,1.5,1.63333333333333,1.3,1.66666666666667,1.46666666666667,1.53333333333333,1.46666666666667,1.33333333333333
10-Oct-2021 14:49:57,10-Oct-2021 14:59:56,0,100,598,1,10-Oct-2021 14:59:56,R_3EMxtXvwkDJe27y,anonymous,EN,1,,18,3,"I tried to look for noises with nice flow, and its not just a consistent pitch (I chose noises that have high and low pitch within because I feel like music has high and low pitches and also varies in volume at times)","I mostly looked for pauses in the noises. When a person talks there are always pauses in speech, so I identified those noises with consistent noises and no pause as not a speech.",1,1,,2,Chinese,English,,97,85,,7,,39,62,,4,5,2,3,6,5,1,6,3,4,5,5,5,5,5,6,4,5,5,5,5,4,5,5,7,2,7,6,3,3,5,4,6,1,1,1,2,5,"GuZheng",42086,0,37,36,18,19,31,61,1,0.52,0.48,0.48,0.653333333333333,0.999940560259621,1.7,1.6,1.36666666666667,1.53333333333333,1.2,1.56666666666667,1.7,1.5,1.73333333333333,1.3
10-Oct-2021 17:28:03,10-Oct-2021 17:33:26,0,100,322,1,10-Oct-2021 17:33:26,R_ym6fZRCfmQ3HqYF,anonymous,EN,1,,18,4,"the rhythm","the length of the sound",1,4,,1,english,cantonese,mandarin,100,80,40,1,1,100,50,30,5,1,1,5,4,7,5,3,3,2,5,5,2,4,3,3,5,6,3,6,5,5,3,7,7,5,3,6,3,3,6,4,3,1,1,5,2,5,"flute",41756,0,34,46,24,22,24,66,1,0.49,0.526666666666667,0.526666666666667,0.526666666666667,0.767228345442068,1.6,1.6,1.43333333333333,1.53333333333333,1.46666666666667,1.4,1.5,1.46666666666667,1.43333333333333,1.46666666666667
10-Oct-2021 18:07:11,10-Oct-2021 18:10:57,0,100,226,1,10-Oct-2021 18:10:58,R_ywLJ1uvYUFTsXFD,anonymous,EN,1,,19,3,"pace","pause",1,2,,2,Chinese,English,,100,91,,4,,71,32,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,6,6,1,3,7,3,5,"piano",41725,0,32,36,34,28,24,76,1,0.39,0.5,0.5,0.273333333333333,3.86705108291421e-10,1.5,1.5,1.5,1.5,1.5,1.26666666666667,1.43333333333333,1.36666666666667,1.2,1.13333333333333
10-Oct-2021 19:52:03,10-Oct-2021 19:56:37,0,100,274,1,10-Oct-2021 19:56:37,R_26njoDmvdzUvQk6,anonymous,EN,1,,21,4,"Listening for a melody.","Listening for speech patterns.",1,1,,2,English,Mandarin,,100,80,,5,,100,5,,3,1,1,2,6,6,3,3,3,4,5,5,4,2,4,5,4,5,5,5,6,5,4,3,5,5,5,4,3,3,5,5,3,3,1,5,1,2,"violin",39941,0,25,43,24,22,26,62,1,0.603333333333333,0.546666666666667,0.546666666666667,0.58,0.936017589932871,1.4,1.76666666666667,1.46666666666667,1.6,1.5,1.63333333333333,1.66666666666667,1.6,1.73333333333333,1.66666666666667
10-Oct-2021 20:20:30,10-Oct-2021 20:32:54,0,100,743,1,10-Oct-2021 20:32:55,R_qV3OkPDczedElvb,anonymous,EN,1,,20,3,"I try to discern whether they have rhythm patterns. If the high and low sounds change more regularly, I would judge it as a music excerpt.","When I feel that the high and low sounds are not so regular or the speed is very different, I will judge it as a speech excerpt.",1,1,,2,Mandarin,English,,100,70,,4,,60,40,,6,5,4,6,6,6,6,2,2,6,2,5,1,3,7,7,3,6,5,6,2,6,2,7,3,6,3,7,6,4,6,7,3,3,7,7,3,3,"Piano",42154,0,45,54,37,38,35,97,1,0.566666666666667,0.593333333333333,0.593333333333333,0.546666666666667,0.84307622479239,1.63333333333333,1.7,1.6,1.56666666666667,1.46666666666667,1.3,1.53333333333333,1.7,1.53333333333333,1.63333333333333
11-Oct-2021 03:09:42,11-Oct-2021 03:16:08,0,100,385,1,11-Oct-2021 03:16:08,R_s59IUP6lP4bpr9L,anonymous,EN,3,,20,5,"An identifiable rhythm","Continuity",1,1,,2,Chinese,English,Japanese,100,85,53,5,13,68,89,9,2,4,1,3,5,6,2,3,6,2,7,3,3,6,1,2,5,3,1,3,7,2,6,3,7,3,7,2,1,1,6,2,5,1,1,1,2,2,"flute, piano",42077,0,16,30,14,13,18,37,0.916666666666667,0.473333333333333,0.466666666666667,0.466666666666667,0.48,0.328901125183704,1.46666666666667,1.46666666666667,1.46666666666667,1.5,1.43333333333333,1.3,1.53333333333333,1.43333333333333,1.53333333333333,1.6
11-Oct-2021 11:49:35,11-Oct-2021 11:54:33,0,100,297,1,11-Oct-2021 11:54:33,R_2y3nGk6YNcCM0bq,anonymous,EN,2,,21,4,"Rhythm","Cadence",1,1,,2,English,Chinese,Spanish,100,80,59,1,14,90,9,1,6,5,5,3,4,4,6,7,3,5,3,5,3,2,5,6,5,5,6,6,3,5,3,7,5,5,3,5,5,5,6,7,3,5,7,6,3,6,"Guitar",41391,0,51,43,37,30,34,88,1,0.546666666666667,0.54,0.54,0.466666666666667,0.200034854420675,1.76666666666667,1.76666666666667,1.4,1.33333333333333,1.43333333333333,1.66666666666667,1.56666666666667,1.4,1.63333333333333,1.5
11-Oct-2021 13:21:38,11-Oct-2021 13:30:42,0,100,543,1,11-Oct-2021 13:30:42,R_2CKrLBcOGWLUrlw,anonymous,EN,1,,19,3,"Usually went based off of instinct and what seemed right if I closed my eyes","Same thing as above",1,2,,1,English,Mandarin (conversational now but learned at the same time as English),,100,80,,0,,100,15,,7,7,3,5,7,7,7,6,1,7,1,5,2,1,7,7,7,7,6,7,1,7,1,7,3,7,5,7,6,4,7,7,6,5,5,5,2,3,"Voice",39915,0,52,60,35,35,41,98,1,0.503333333333333,0.513333333333333,0.513333333333333,0.486666666666667,0.403086922365877,1.6,1.53333333333333,1.5,1.56666666666667,1.36666666666667,1.4,1.5,1.5,1.56666666666667,1.5
11-Oct-2021 14:30:05,11-Oct-2021 14:34:58,0,100,292,1,11-Oct-2021 14:34:58,R_2QurcXrUupO9Gh3,anonymous,EN,1,,19,3,"it was softer pitched; there were either longer pauses or no pauses at all","the volume stayed basically constant; it was louder and more choppy",1,1,,2,english,,,100,NaN,,NaN,,100,NaN,,7,7,5,4,6,6,5,6,1,3,2,6,1,3,7,7,5,6,5,7,4,5,3,7,5,6,5,7,4,3,7,5,4,4,1,4,1,6,"",41458,0,53,53,23,25,40,82,1,0.546666666666667,0.553333333333333,0.553333333333333,0.52,0.678849764222744,1.66666666666667,1.53333333333333,1.56666666666667,1.4,1.6,1.6,1.53333333333333,1.63333333333333,1.63333333333333,1.3
11-Oct-2021 15:02:19,11-Oct-2021 15:07:52,0,100,332,1,11-Oct-2021 15:07:52,R_yQlVFVn4VwNnSBb,anonymous,EN,1,,20,4,"I try to identify a rhythm or a beat.","I try to identify pauses that could indicate stops in the speech.",1,1,,2,Chinese,English,,100,100,,4,,70,90,,3,5,1,3,3,6,2,5,2,5,6,3,3,5,2,5,4,3,3,2,6,5,5,2,7,2,7,3,3,2,5,4,4,1,1,5,1,2,"Piano",41512,0,21,32,19,20,26,48,1,0.43,0.386666666666667,0.386666666666667,0.606666666666667,0.993140970501844,1.43333333333333,1.33333333333333,1.33333333333333,1.56666666666667,1.26666666666667,1.36666666666667,1.46666666666667,1.46666666666667,1.53333333333333,1.53333333333333
11-Oct-2021 16:09:04,11-Oct-2021 16:13:28,0,100,263,1,11-Oct-2021 16:13:28,R_1pMpGkk5lj4kkU0,anonymous,EN,1,,19,1,"If it had different noises.","There was a higher noise.",1,1,,2,English,Spanish,,100,100,,1,,100,80,,4,1,1,3,4,5,5,5,4,1,2,4,4,4,4,7,5,4,4,4,4,4,4,4,5,4,5,4,4,4,6,1,1,2,1,1,1,2,"",41858,0,30,39,12,23,26,54,1,0.486666666666667,0.506666666666667,0.506666666666667,0.493333333333333,0.464013298550774,1.46666666666667,1.56666666666667,1.53333333333333,1.53333333333333,1.43333333333333,1.53333333333333,1.53333333333333,1.43333333333333,1.4,1.43333333333333
11-Oct-2021 18:50:43,11-Oct-2021 18:56:08,0,100,325,1,11-Oct-2021 18:56:09,R_1QbaLgE3Ad1A1W0,anonymous,EN,1,,18,4,"My criteria for identifying music was based on rhythmic beats or flows of melody.","I looked for stressed beats of emphasis.",1,1,,2,Erin,,,98,NaN,,NaN,,100,NaN,,3,5,2,6,4,6,6,4,2,7,3,5,3,3,3,7,3,7,3,6,5,7,1,3,3,5,6,3,5,3,4,3,3,1,1,1,2,3,"Voice",41404,0,25,51,17,37,31,75,1,0.486666666666667,0.446666666666667,0.446666666666667,0.533333333333333,0.813085855330678,1.5,1.46666666666667,1.4,1.43333333333333,1.43333333333333,1.43333333333333,1.6,1.56666666666667,1.46666666666667,1.56666666666667
11-Oct-2021 19:14:10,11-Oct-2021 19:20:19,0,100,369,1,11-Oct-2021 19:20:19,R_0c7ipdzRApUapuV,anonymous,EN,1,,19,4,"Rhythm","Speech pronounciations",1,2,,2,English,,,99,NaN,,NaN,,100,NaN,,4,5,2,1,5,6,3,5,2,1,3,4,3,6,4,5,6,6,4,5,4,5,5,2,7,5,7,5,1,1,6,6,6,2,6,6,1,1,"piano",42157,0,29,44,28,10,31,48,1,0.486666666666667,0.466666666666667,0.466666666666667,0.546666666666667,0.888076878808974,1.56666666666667,1.5,1.46666666666667,1.43333333333333,1.36666666666667,1.36666666666667,1.6,1.5,1.6,1.46666666666667
11-Oct-2021 22:11:46,11-Oct-2021 22:17:49,0,100,362,1,11-Oct-2021 22:17:49,R_3GBLv8Gt0oYuTp1,anonymous,EN,2,,21,5,"if i could identify a beat or rhythm","if it seemed to follow a natural speech rhythm",1,1,,2,english,polish,spanish,100,82,30,0,8,100,38,3,7,5,5,3,6,6,7,7,1,5,2,7,2,2,7,7,2,7,7,5,3,6,1,7,2,7,2,7,5,3,7,5,2,5,5,7,4,4,"guitar",41589,0,54,58,35,35,38,102,0.916666666666667,0.496666666666667,0.5,0.5,0.54,0.855648340982463,1.56666666666667,1.66666666666667,1.5,1.4,1.36666666666667,1.46666666666667,1.53333333333333,1.5,1.4,1.56666666666667
11-Oct-2021 22:41:39,11-Oct-2021 22:48:07,0,100,388,1,11-Oct-2021 22:48:08,R_1dyNZp4j41y6Mvc,anonymous,EN,2,,21,3,"I try to identify some kind of beats within an excerpt.","I try to look for some flows of daily speech in an excerpt",1,2,,2,Chinese,English,,100,87,,8,3,90,10,,3,6,1,1,3,5,5,1,1,4,3,5,2,4,3,7,4,3,4,5,7,4,5,7,3,4,6,4,4,1,6,1,1,5,1,1,1,2,"Voice",42115,0,27,38,11,24,35,58,1,0.516666666666667,0.526666666666667,0.526666666666667,0.553333333333333,0.915455925616743,1.56666666666667,1.63333333333333,1.53333333333333,1.36666666666667,1.53333333333333,1.53333333333333,1.5,1.56666666666667,1.46666666666667,1.46666666666667
11-Oct-2021 23:13:13,11-Oct-2021 23:23:19,0,100,605,1,11-Oct-2021 23:23:19,R_3GeLR660uVh2Frx,anonymous,EN,1,,18,4,"If i can identify somewhat of a rhythm or can imagine some kind of lyrics fitting into the ""syllables"" I heard.","I imagined hugging someone with my ears to their chest and imagined the sound excerpts as the vibrations i would feel when that person talks. Whatever sound had frequent up and downs that were sporadic/weren't too rhythmical felt like speech",1,1,,3,English,Korean,,100,80,,0,,90,40,,5,6,3,5,6,6,7,6,1,6,2,6,2,2,5,7,1,7,5,7,3,6,2,5,3,5,4,6,5,3,7,4,5,5,2,6,2,6,"piano",42031,0,46,54,29,38,39,91,0.916666666666667,0.506666666666667,0.546666666666667,0.546666666666667,0.693333333333333,0.999999464765739,1.93333333333333,1.7,1.33333333333333,1.43333333333333,1.33333333333333,1.2,1.2,1.56666666666667,1.76666666666667,1.6
